İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202603-17277;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;ÇELİK ZIRH SARMAL;2.1;27.5;1.465;0.0;0.0;1.773;17.9;HÜSEYİN ÇELİK;OPR-1004;2026;3;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;32;1906;181.07;2;134;12.73;1;1;1;1;27.5;1.5;30;46.55;65.33;91.01;27.68
WO-202603-17278;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;1.1;22.9;0.852;0.0;0.0;0.822;29.8;AHMET YILMAZ;OPR-1001;2026;3;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;25;1472;22.08;1;88;1.32;1;1;1;1;22.9;0.9;45;20.38;58.55;92.01;10.98
WO-202603-17279;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;2.0;17.8;0.668;0.0;0.0;0.673;65.9;SÜLEYMAN KOÇ;OPR-2005;2026;3;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;18;2660;66.5;2;340;8.5;1;1;1;1;17.8;0.7;80;14.73;89.63;83.59;11.03
WO-202603-17280;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;3.4;49.0;0.79;0.0;0.0;1.09;66.4;HASAN AYDIN;OPR-2003;2026;3;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Elektrolitik Bakır;44;4341;108.53;3;359;8.97;1;1;1;1;49.0;0.8;80;26.52;89.98;89.29;21.3
WO-202603-17281;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;0.9;35.6;0.543;0.0;0.0;1.523;79.8;OSMAN YILDIZ;OPR-2002;2026;3;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;37;7296;58.37;1;304;2.43;1;1;1;1;35.6;0.5;120;27.98;60.03;94.88;15.93
WO-202603-17282;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;2.7;53.9;0.51;1.581;0.0;4.274;38.3;HÜSEYİN ÇELİK;OPR-1004;2026;3;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;50;9820;147.3;3;780;11.7;1;1;1;1;53.9;0.5;40;56.28;100.0;90.25;50.79
WO-202603-17283;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;0.0;13.0;0.525;0.0;0.247;0.667;27.5;MUSTAFA ŞAHİN;OPR-1003;2026;3;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;12;1103;16.54;0;97;1.45;1;1;1;1;13.0;0.5;40;13.12;72.9;87.9;8.4
WO-202603-17284;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;2.0;20.2;0.689;0.0;0.0;2.956;25.0;OSMAN YILDIZ;OPR-2002;2026;3;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;18;4433;66.5;2;567;8.5;1;1;1;1;20.2;0.7;40;41.36;66.67;85.36;23.54
WO-202603-17285;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;1.1;20.3;0.539;0.0;0.0;1.627;40.6;İSMAİL ÖZDEMİR;OPR-2001;2026;3;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;20;3958;59.37;1;242;3.63;1;1;1;1;20.3;0.5;45;29.95;95.68;93.23;26.72
WO-202603-17286;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;0.0;13.8;0.287;0.0;0.0;0.514;141.6;İSMAİL ÖZDEMİR;OPR-2001;2026;3;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;Elektrolitik Bakır;15;4370;34.96;0;130;1.04;1;1;1;1;13.8;0.3;130;8.85;100.0;98.92;8.76
WO-202603-17287;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;0.9;29.7;0.742;0.0;0.0;1.598;29.4;OSMAN YILDIZ;OPR-2002;2026;3;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;29;2819;42.28;1;181;2.71;1;1;1;1;29.7;0.7;45;25.35;69.98;88.57;15.72
WO-202603-17288;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.8;38.9;0.421;0.0;0.749;0.457;134.4;AHMET YILMAZ;OPR-1001;2026;3;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;37;3682;29.46;2;218;1.74;1;1;1;1;38.9;0.4;120;11.16;100.0;94.72;10.57
WO-202603-17289;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;1.9;17.2;0.709;0.0;0.0;1.284;25.5;MUSTAFA ŞAHİN;OPR-1003;2026;3;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;20;1963;29.45;2;237;3.55;1;1;1;1;17.2;0.7;45;23.75;53.07;90.72;11.44
WO-202603-17290;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;2.1;62.4;0.48;0.0;0.0;54.079;17.4;MEHMET DEMİR;OPR-1002;2026;3;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;FO-SM-9;Fiber Optik Single Mode;57;56386;845.79;2;2614;39.21;1;1;1;1;62.4;0.5;40;100.0;42.26;97.16;41.06
WO-202603-17291;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;5.7;46.5;1.465;0.0;0.0;2.997;15.6;HÜSEYİN ÇELİK;OPR-1004;2026;3;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;47;2811;267.05;5;309;29.36;1;1;1;1;46.5;1.5;30;47.25;55.36;93.37;24.42
WO-202603-17292;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;1.7;21.4;0.6;0.0;0.0;2.592;48.2;İBRAHİM ÖZTÜRK;OPR-2004;2026;3;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;Elektrolitik Bakır;25;7495;112.42;2;605;9.07;1;1;1;1;21.4;0.6;45;35.45;99.41;92.0;32.42
WO-202603-17293;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;1.0;19.1;0.768;0.0;0.244;1.877;35.9;HASAN AYDIN;OPR-2003;2026;3;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;21;4041;60.61;1;359;5.38;1;1;1;1;19.1;0.8;40;36.38;78.86;87.51;25.11
WO-202603-17294;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;3.6;50.9;0.176;0.0;0.0;0.848;96.4;MUSTAFA ŞAHİN;OPR-1003;2026;3;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;50;4906;39.25;4;494;3.95;1;1;1;1;50.9;0.2;120;12.83;85.5;93.6;10.27
WO-202603-17295;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;1.0;13.1;0.601;0.0;0.42;0.372;59.1;ALİ KAYA;OPR-1005;2026;3;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;14;1320;33.0;1;180;4.5;1;1;1;1;13.1;0.6;80;13.73;81.83;84.91;9.54
WO-202603-17296;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;3.0;36.3;0.827;0.0;0.0;3.204;30.3;MEHMET DEMİR;OPR-1002;2026;3;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;39;5826;87.39;3;474;7.11;1;1;1;1;36.3;0.8;40;55.01;64.55;89.14;31.65
WO-202603-17297;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.03.2026;PAZARTESİ;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;0.0;33.3;0.477;0.0;0.0;17.924;33.7;HASAN AYDIN;OPR-2003;2026;3;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;FO-SM-9;Fiber Optik Single Mode;37;36252;543.78;0;748;11.22;1;1;1;1;33.3;0.5;50;100.0;74.67;98.53;73.57
WO-202603-17298;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;4.0;44.1;0.691;0.68;0.0;3.185;31.6;MEHMET DEMİR;OPR-1002;2026;3;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;41;6032;90.48;4;718;10.77;1;1;1;1;44.1;0.7;40;53.53;78.02;92.32;38.56
WO-202603-17299;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;1.7;55.8;0.687;0.0;0.0;51.163;14.6;MUSTAFA ŞAHİN;OPR-1003;2026;3;LSZH;KBL-702;Fiber Optik MM 24C Data Center;FO-SM-9;Fiber Optik Single Mode;57;44900;673.5;2;2300;34.5;1;1;1;1;55.8;0.7;40;100.0;36.53;94.01;34.34
WO-202603-17300;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;2.8;41.0;0.798;0.0;0.0;1.078;32.9;HÜSEYİN ÇELİK;OPR-1004;2026;3;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;36;2130;31.95;3;210;3.15;1;1;1;1;41.0;0.8;45;26.89;66.51;94.44;16.89
WO-202603-17301;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.0;23.0;0.413;0.851;0.0;0.54;130.7;İSMAİL ÖZDEMİR;OPR-2001;2026;3;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;22;4236;33.89;0;164;1.31;1;1;1;1;23.0;0.4;130;13.82;100.0;99.85;13.8
WO-202603-17302;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;1.0;20.7;0.703;0.0;0.0;1.146;26.3;OSMAN YILDIZ;OPR-2002;2026;3;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;19;1812;27.18;1;188;2.82;1;1;1;1;20.7;0.7;40;26.82;62.0;93.27;15.51
WO-202603-17303;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;3.7;38.8;0.728;0.0;0.0;1.319;91.2;MEHMET DEMİR;OPR-1002;2026;3;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;37;7216;180.4;4;984;24.6;1;1;1;1;38.8;0.7;90;28.57;97.06;86.47;23.98
WO-202603-17304;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;2.1;23.0;0.756;0.0;0.0;0.587;105.9;MEHMET DEMİR;OPR-1002;2026;3;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;25;3732;74.64;2;318;6.36;1;1;1;1;23.0;0.8;110;18.55;88.85;94.95;15.65
WO-202603-17305;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;2.0;31.9;0.583;0.0;0.0;1.576;65.5;ALİ KAYA;OPR-1005;2026;3;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;31;6191;154.78;2;409;10.23;1;1;1;1;31.9;0.6;80;26.93;91.15;95.56;23.46
WO-202603-17306;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;2.2;27.2;0.758;0.0;0.0;1.034;97.3;ALİ KAYA;OPR-1005;2026;3;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;31;6039;120.78;2;561;11.22;1;1;1;1;27.2;0.8;110;25.99;90.71;93.08;21.94
WO-202603-17307;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;3.1;32.9;1.489;0.0;0.0;2.701;12.3;HÜSEYİN ÇELİK;OPR-1004;2026;3;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;34;1997;189.72;3;223;21.18;1;1;1;1;32.9;1.5;30;55.9;36.98;89.51;18.51
WO-202603-17308;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;2.0;28.8;0.57;0.0;0.0;3.362;35.4;ALİ KAYA;OPR-1005;2026;3;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;29;7145;107.17;2;605;9.07;1;1;1;1;28.8;0.6;45;53.74;68.94;91.23;33.8
WO-202603-17309;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;2.8;44.7;0.698;0.0;0.0;1.898;38.1;HÜSEYİN ÇELİK;OPR-1004;2026;3;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;Elektrolitik Bakır;44;4341;65.11;3;359;5.38;1;1;1;1;44.7;0.7;45;29.85;84.93;92.36;23.41
WO-202603-17310;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;1.1;22.2;0.508;0.0;0.764;0.364;137.2;AHMET YILMAZ;OPR-1001;2026;3;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Elektrolitik Bakır;20;2999;23.99;1;151;1.21;1;1;1;1;22.2;0.5;130;10.68;100.0;93.93;10.03
WO-202603-17311;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;0.9;21.5;0.374;0.0;0.0;0.723;120.7;MEHMET DEMİR;OPR-1002;2026;3;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;21;5240;41.92;1;260;2.08;1;1;1;1;21.5;0.4;120;15.66;100.0;93.05;14.57
WO-202603-17312;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;0.9;10.6;0.161;0.0;0.0;0.282;140.3;İSMAİL ÖZDEMİR;OPR-2001;2026;3;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;12;2377;19.02;1;223;1.78;1;1;1;1;10.6;0.2;130;5.38;100.0;88.77;4.78
WO-202603-17313;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;1.0;19.4;1.381;0.0;0.0;1.308;12.9;İBRAHİM ÖZTÜRK;OPR-2004;2026;3;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;17;1013;96.23;1;67;6.37;1;1;1;1;19.4;1.4;30;30.19;38.71;94.88;11.09
WO-202603-17314;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;3.1;49.3;1.511;0.0;0.0;4.411;12.5;İBRAHİM ÖZTÜRK;OPR-2004;2026;3;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;56;3308;314.26;3;232;22.04;1;1;1;1;49.3;1.5;30;81.41;41.96;95.76;32.71
WO-202603-17315;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.03.2026;SALI;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.0;9.9;0.634;0.0;0.0;0.298;87.6;SÜLEYMAN KOÇ;OPR-2005;2026;3;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;11;1564;31.28;0;86;1.72;1;1;1;1;9.9;0.6;110;11.79;82.85;96.57;9.43
WO-202603-17316;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.03.2026;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;0.9;18.6;0.313;0.0;0.0;0.947;85.4;OSMAN YILDIZ;OPR-2002;2026;3;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;Elektrolitik Bakır;20;4853;38.82;1;397;3.18;1;1;1;1;18.6;0.3;130;14.7;66.67;95.53;9.36
WO-202603-17317;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;2.2;44.0;0.64;0.0;0.0;1.708;31.3;MUSTAFA ŞAHİN;OPR-1003;2026;3;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;CU-ETP;Elektrolitik Bakır;41;3206;48.09;2;234;3.51;1;1;1;1;44.0;0.6;50;24.73;56.82;96.35;13.54
WO-202603-17318;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;0.0;9.7;0.574;0.0;0.0;4.429;29.5;HÜSEYİN ÇELİK;OPR-1004;2026;3;LSZH;KBL-702;Fiber Optik MM 24C Data Center;FO-SM-9;Fiber Optik Single Mode;10;7851;117.77;0;149;2.23;1;1;1;1;9.7;0.6;50;59.75;57.4;94.16;32.29
WO-202603-17319;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;2.3;35.0;0.502;0.0;0.0;1.666;47.9;İSMAİL ÖZDEMİR;OPR-2001;2026;3;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Elektrolitik Bakır;32;4787;71.8;2;313;4.69;1;1;1;1;35.0;0.5;50;23.69;82.63;89.72;17.56
WO-202603-17320;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;2.3;33.3;0.675;0.0;0.0;0.943;56.2;SÜLEYMAN KOÇ;OPR-2005;2026;3;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Elektrolitik Bakır;32;3181;79.53;2;219;5.48;1;1;1;1;33.3;0.7;80;22.73;64.23;88.83;12.97
WO-202603-17321;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;1.9;35.3;0.878;0.0;0.0;5.882;27.6;OSMAN YILDIZ;OPR-2002;2026;3;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;32;9742;146.13;2;628;9.42;1;1;1;1;35.3;0.9;45;88.85;57.8;91.3;46.89
WO-202603-17322;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;0.9;39.2;0.77;0.0;0.0;1.642;116.9;AHMET YILMAZ;OPR-1001;2026;3;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;38;11516;230.32;1;379;7.58;1;1;1;1;39.2;0.8;110;32.85;100.0;92.98;30.54
WO-202603-17323;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;5.5;39.4;0.518;0.0;0.0;2.338;80.4;OSMAN YILDIZ;OPR-2002;2026;3;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;46;11277;90.22;5;1473;11.78;1;1;1;1;39.4;0.5;120;35.24;63.47;89.43;20.0
WO-202603-17324;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;2.0;36.7;0.965;0.0;0.0;1.213;92.8;SÜLEYMAN KOÇ;OPR-2005;2026;3;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;34;6758;135.16;2;442;8.84;1;1;1;1;36.7;1.0;110;25.7;84.38;92.45;20.05
WO-202603-17325;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;0.0;8.2;0.807;0.0;0.0;0.633;33.2;HASAN AYDIN;OPR-2003;2026;3;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Elektrolitik Bakır;9;1260;18.9;0;90;1.35;1;1;1;1;8.2;0.8;40;15.58;71.75;96.62;10.8
WO-202603-17326;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;2.2;29.7;0.503;0.0;0.0;0.972;100.0;MUSTAFA ŞAHİN;OPR-1003;2026;3;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;30;5833;46.66;2;567;4.54;1;1;1;1;29.7;0.5;120;15.49;79.84;93.99;11.62
WO-202603-17327;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;2.1;21.3;0.77;0.0;0.0;0.489;68.0;SÜLEYMAN KOÇ;OPR-2005;2026;3;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;20;1996;49.9;2;204;5.1;1;1;1;1;21.3;0.8;90;16.44;82.34;85.9;11.63
WO-202603-17328;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.03.2026;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;0.9;31.7;0.264;0.0;0.0;0.362;136.7;İSMAİL ÖZDEMİR;OPR-2001;2026;3;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;30;2967;23.74;1;133;1.06;1;1;1;1;31.7;0.3;130;7.14;96.1;95.88;6.58
