İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202601-16464;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;3.0;25.6;1.068;0.0;0.0;0.0;1.704;25.4;OSMAN YILDIZ;OPR-2002;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;26;2593;38.89;3;307;4.6;1;1;1;1;25.6;1.1;50;;;37.37;55.5;87.72;18.19
WO-202601-16465;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.1;26.8;0.596;0.0;0.0;0.0;0.942;83.5;OSMAN YILDIZ;OPR-2002;2026;1;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;24;4720;37.76;1;280;2.24;1;1;1;1;26.8;0.6;130;;;19.34;69.9;92.79;12.54
WO-202601-16466;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;0.0;12.2;1.275;0.0;1.105;0.0;6.019;25.3;ALİ KAYA;OPR-1005;2026;1;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;12;9125;136.88;0;475;7.12;1;1;1;1;12.2;1.3;50;;Anlık Arıza (Özel Üretim Extruder Hattı Epsilon - Orta Risk);80.1;52.37;90.93;38.15
WO-202601-16467;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;2.2;26.5;0.957;0.0;0.0;0.0;1.173;85.3;HASAN AYDIN;OPR-2003;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;30;5999;149.97;2;401;10.03;1;1;1;1;26.5;1.0;90;;;29.17;100.0;91.32;26.64
WO-202601-16468;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;3.3;26.3;1.984;0.0;1.6;0.0;1.348;18.4;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;25;1488;141.36;3;192;18.24;1;1;1;1;26.3;2.0;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);37.38;64.05;87.92;21.05
WO-202601-16469;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;3.3;51.9;0.9;0.0;0.0;0.0;3.334;46.8;MEHMET DEMİR;OPR-1002;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;47;9372;140.58;3;628;9.42;1;1;1;1;51.9;0.9;50;;;51.4;98.25;93.46;47.2
WO-202601-16470;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;3.5;34.2;1.025;0.0;1.899;0.0;3.329;26.9;MUSTAFA ŞAHİN;OPR-1003;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;36;5366;80.49;4;634;9.51;1;1;1;1;34.2;1.0;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);55.97;66.24;86.47;32.06
WO-202601-16471;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;2.1;24.9;0.69;0.0;0.0;0.0;1.43;95.6;MUSTAFA ŞAHİN;OPR-1003;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;27;8204;65.63;2;641;5.13;1;1;1;1;24.9;0.7;120;;;24.96;70.85;93.25;16.49
WO-202601-16472;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.0;22.3;0.417;0.0;0.0;0.0;0.351;109.5;MUSTAFA ŞAHİN;OPR-1003;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;24;2304;18.43;0;96;0.77;1;1;1;1;22.3;0.4;130;;;10.45;90.25;94.8;8.94
WO-202601-16473;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;0.0;21.6;1.041;0.0;0.0;0.0;0.704;91.6;SÜLEYMAN KOÇ;OPR-2005;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;20;3869;77.38;0;131;2.62;1;1;1;1;21.6;1.0;110;;;22.37;84.91;95.9;18.21
WO-202601-16474;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.1;25.5;0.426;0.0;0.0;0.0;1.001;128.2;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;26;7701;61.61;1;399;3.19;1;1;1;1;25.5;0.4;120;;;18.4;95.65;93.46;16.45
WO-202601-16475;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;29.01.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DOLGU KAPLAMA;1.0;51.7;1.035;0.0;0.0;0.0;23.025;34.2;HASAN AYDIN;OPR-2003;2026;1;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;48;47246;708.69;1;1754;26.31;1;1;1;1;51.7;1.0;50;;;100.0;62.32;94.23;58.72
WO-202601-16476;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;1.1;20.4;0.695;0.0;0.0;0.0;0.649;71.3;SÜLEYMAN KOÇ;OPR-2005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;19;2777;69.42;1;223;5.58;1;1;1;1;20.4;0.7;90;;;14.32;68.27;92.93;9.08
WO-202601-16477;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;3.1;60.5;0.839;0.0;0.0;0.0;2.667;105.6;HASAN AYDIN;OPR-2003;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;56;16895;337.9;3;1100;22.0;1;1;1;1;60.5;0.8;110;;;47.86;97.36;90.44;42.14
WO-202601-16478;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;0.9;37.3;1.151;0.0;0.0;0.0;18.802;28.6;HASAN AYDIN;OPR-2003;2026;1;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;41;32285;484.27;1;1315;19.72;1;1;1;1;37.3;1.2;50;;;100.0;56.28;94.47;53.16
WO-202601-16479;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;2.1;21.3;0.776;0.0;1.193;0.0;0.759;72.4;HASAN AYDIN;OPR-2003;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;22;3297;82.43;2;303;7.58;1;1;1;1;21.3;0.8;80;;Anlık Arıza (Standart Extruder Hattı Beta - Orta Risk);18.96;83.49;89.19;14.12
WO-202601-16480;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;2.6;45.9;0.512;0.0;0.0;0.0;1.901;135.9;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;52;15503;124.02;3;997;7.98;1;1;1;1;45.9;0.5;130;;;32.07;95.04;94.85;28.91
WO-202601-16481;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;3.0;47.9;1.928;0.0;1.933;0.0;4.158;12.0;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;50;2994;284.43;3;186;17.67;1;1;1;1;47.9;1.9;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);65.88;37.65;88.78;22.02
WO-202601-16482;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;3.2;24.9;0.88;0.0;0.0;0.0;0.869;29.4;MEHMET DEMİR;OPR-1002;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;26;1532;22.98;3;208;3.12;1;1;1;1;24.9;0.9;45;;;22.03;71.24;85.85;13.48
WO-202601-16483;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;0.0;11.6;0.537;0.0;0.0;0.0;0.508;124.5;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;13;3793;30.34;0;172;1.38;1;1;1;1;11.6;0.5;120;;;12.54;97.93;95.29;11.7
WO-202601-16484;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.0;28.3;0.493;0.0;0.0;0.0;0.736;134.1;AHMET YILMAZ;OPR-1001;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;30;5920;47.36;1;280;2.24;1;1;1;1;28.3;0.5;120;;;13.49;100.0;95.39;12.87
WO-202601-16485;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;0.0;8.7;1.066;0.0;0.0;0.0;0.124;100.2;HASAN AYDIN;OPR-2003;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;8;746;14.92;0;54;1.08;1;1;1;1;8.7;1.1;110;;;14.45;89.05;92.43;11.9
WO-202601-16486;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;2.1;40.8;0.685;0.0;2.292;0.0;1.556;47.5;AHMET YILMAZ;OPR-1001;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;45;4436;66.54;2;264;3.96;1;1;1;1;40.8;0.7;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);30.62;100.0;95.95;29.38
WO-202601-16487;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;3.7;38.4;1.956;0.0;0.0;0.0;2.3;14.5;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;34;2007;190.66;4;273;25.93;1;1;1;1;38.4;2.0;30;;;57.71;46.71;86.46;23.31
WO-202601-16488;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;ÇELİK ZIRH SARMAL;3.1;45.0;2.098;0.0;0.0;0.0;3.271;13.6;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;45;2668;253.46;3;212;20.14;1;1;1;1;45.0;2.1;30;;;59.64;47.65;89.12;25.32
WO-202601-16489;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;1.1;15.7;1.045;0.0;0.0;0.0;9.609;24.7;MEHMET DEMİR;OPR-1002;2026;1;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;18;14241;213.61;1;959;14.38;1;1;1;1;15.7;1.0;45;;;100.0;58.25;89.55;52.16
WO-202601-16490;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;0.9;19.5;1.867;0.0;2.568;0.0;1.449;13.3;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;20;1160;110.2;1;100;9.5;1;1;1;1;19.5;1.9;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);37.38;38.5;86.88;12.5
WO-202601-16491;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;1.9;49.0;0.413;0.0;0.0;0.0;1.04;87.6;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;55;5467;43.74;2;233;1.86;1;1;1;1;49.0;0.4;130;;;18.04;71.19;93.51;12.01
WO-202601-16492;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;2.1;29.4;0.908;0.0;0.0;0.0;1.109;79.3;HASAN AYDIN;OPR-2003;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;27;5279;131.97;2;521;13.03;1;1;1;1;29.4;0.9;80;;;23.05;99.33;87.48;20.03
WO-202601-16493;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;0.9;11.5;0.741;0.0;0.0;0.0;0.419;73.7;HASAN AYDIN;OPR-2003;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;13;1853;46.33;1;247;6.18;1;1;1;1;11.5;0.7;80;;;12.42;90.74;87.95;9.91
WO-202601-16494;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.1;12.7;0.59;0.0;0.0;0.0;0.265;79.3;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;13;1261;10.09;1;139;1.11;1;1;1;1;12.7;0.6;120;;;9.85;67.17;86.69;5.74
WO-202601-16495;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;4.8;53.9;0.744;0.0;0.0;0.0;0.911;93.4;SÜLEYMAN KOÇ;OPR-2005;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;52;5103;102.06;5;597;11.94;1;1;1;1;53.9;0.7;110;;;20.58;84.01;90.67;15.68
WO-202601-16496;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;6.3;43.1;1.019;0.0;0.0;0.0;0.964;79.1;MEHMET DEMİR;OPR-1002;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;46;4576;114.4;6;624;15.6;1;1;1;1;43.1;1.0;90;;;21.85;77.26;87.63;14.79
WO-202601-16497;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;0.0;12.2;0.644;0.0;0.0;0.0;0.463;89.5;MUSTAFA ŞAHİN;OPR-1003;2026;1;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;13;2488;19.9;0;112;0.9;1;1;1;1;12.2;0.6;120;;;14.57;76.77;90.39;10.11
WO-202601-16498;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;3.1;23.5;1.09;0.0;0.0;0.0;0.666;59.4;SÜLEYMAN KOÇ;OPR-2005;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;24;2376;59.4;3;324;8.1;1;1;1;1;23.5;1.1;80;;;21.63;64.33;84.94;11.82
WO-202601-16499;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;2.3;34.6;0.86;0.0;2.402;0.0;0.669;78.7;MEHMET DEMİR;OPR-1002;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;32;3159;78.98;2;241;6.03;1;1;1;1;34.6;0.9;90;;Anlık Arıza (Standart Extruder Hattı Zeta - Orta Risk);19.01;85.97;89.42;14.62
WO-202601-16500;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;3.4;28.5;0.845;0.0;0.0;0.0;1.088;63.9;ALİ KAYA;OPR-1005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;28;4174;104.35;3;476;11.9;1;1;1;1;28.5;0.8;80;;;26.51;79.61;86.52;18.26
WO-202601-16501;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;3.5;44.9;0.545;0.0;0.0;0.0;4.393;44.8;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;40;11809;177.13;4;1391;20.86;1;1;1;1;44.9;0.5;40;;;61.9;100.0;86.53;53.56
WO-202601-16502;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;0.9;17.5;0.278;0.0;0.0;0.0;0.701;104.1;MUSTAFA ŞAHİN;OPR-1003;2026;1;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;18;4378;35.02;1;372;2.98;1;1;1;1;17.5;0.3;130;;;10.84;86.58;91.79;8.62
WO-202601-16503;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;3.2;27.0;1.042;0.0;0.0;0.0;0.902;69.0;OSMAN YILDIZ;OPR-2002;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;25;3734;74.68;3;466;9.32;1;1;1;1;27.0;1.0;110;;;24.0;66.16;88.25;14.01
WO-202601-16504;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;2.8;63.8;0.391;0.0;1.645;0.0;0.756;124.5;MEHMET DEMİR;OPR-1002;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;57;5643;45.14;3;357;2.86;1;1;1;1;63.8;0.4;120;;Anlık Arıza (Mikro Extruder Hattı Alfa - Düşük Risk);14.7;90.74;94.18;12.57
WO-202601-16505;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;0.0;13.7;0.819;0.0;0.0;0.0;0.308;39.8;AHMET YILMAZ;OPR-1001;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;13;735;11.03;0;45;0.67;1;1;1;1;13.7;0.8;50;;;12.48;83.81;89.74;9.38
WO-202601-16506;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;5.3;47.4;0.801;0.0;0.0;0.0;1.131;63.6;ALİ KAYA;OPR-1005;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;44;4316;107.9;5;584;14.6;1;1;1;1;47.4;0.8;80;;;23.0;74.37;87.66;15.0
WO-202601-16507;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;2.0;21.1;0.652;0.0;0.0;0.0;2.812;42.4;İSMAİL ÖZDEMİR;OPR-2001;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;24;7153;107.3;2;647;9.71;1;1;1;1;21.1;0.7;40;;;41.43;100.0;88.19;36.54
WO-202601-16508;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;2.7;36.7;1.729;0.0;0.0;0.0;2.024;19.5;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;40;2363;224.49;3;217;20.62;1;1;1;1;36.7;1.7;30;;;49.14;69.3;88.36;30.09
WO-202601-16509;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;1.1;20.9;1.156;0.0;0.0;0.0;0.78;23.9;SÜLEYMAN KOÇ;OPR-2005;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;19;1119;16.79;1;81;1.21;1;1;1;1;20.9;1.2;45;;;22.96;46.82;89.27;9.6
WO-202601-16510;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;0.9;42.9;0.359;0.0;0.0;0.0;1.464;131.7;AHMET YILMAZ;OPR-1001;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;38;11573;92.58;1;322;2.58;1;1;1;1;42.9;0.4;120;;;22.58;100.0;92.81;20.96
WO-202601-16511;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;0.9;57.6;0.684;0.0;2.749;0.0;4.773;56.0;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;53;16037;240.55;1;433;6.5;1;1;1;1;57.6;0.7;50;;Anlık Arıza (Özel Üretim Extruder Hattı Epsilon - Orta Risk);59.84;100.0;97.52;58.36
WO-202601-16512;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.01.2026;CUMA;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;1.9;41.8;1.064;0.0;0.0;0.0;0.846;108.1;HASAN AYDIN;OPR-2003;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;37;5486;109.72;2;364;7.28;1;1;1;1;41.8;1.1;110;;;24.47;87.6;93.19;19.98
WO-202601-16513;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.01.2026;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;1.1;33.4;0.906;0.0;0.0;0.0;1.331;97.6;ALİ KAYA;OPR-1005;2026;1;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;32;7796;155.92;1;454;9.08;1;1;1;1;33.4;0.9;110;;;24.28;92.69;93.95;21.14
