İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202605-18962;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.0;27.1;0.981;0.0;0.0;0.0;0.881;109.2;HASAN AYDIN;OPR-2003;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;24;5773;115.46;0;227;4.54;1;1;1;1;27.1;1.0;110;;;20.34;89.09;94.14;17.06
WO-202605-18963;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;1.1;19.1;0.544;0.0;1.841;0.0;2.115;44.8;İBRAHİM ÖZTÜRK;OPR-2004;2026;5;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;19;5686;85.29;1;314;4.71;1;1;1;1;19.1;0.5;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);48.43;100.0;91.47;44.3
WO-202605-18964;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;1.0;27.7;0.662;0.0;1.28;0.0;1.08;37.6;MUSTAFA ŞAHİN;OPR-1003;2026;5;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;25;2434;36.51;1;166;2.49;1;1;1;1;27.7;0.7;50;;Anlık Arıza (Özel Üretim Extruder Hattı Epsilon - Orta Risk);27.17;66.46;94.98;17.15
WO-202605-18965;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;2.6;33.0;2.024;0.0;0.0;0.0;2.088;17.4;HÜSEYİN ÇELİK;OPR-1004;2026;5;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;37;2177;206.81;3;223;21.18;1;1;1;1;33.0;2.0;30;;;58.93;58.84;83.8;29.06
WO-202605-18966;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;0.0;15.6;0.5;0.0;0.0;0.0;1.018;80.1;OSMAN YILDIZ;OPR-2002;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;17;4892;39.14;0;293;2.34;1;1;1;1;15.6;0.5;120;;;22.12;74.11;91.4;14.98
WO-202605-18967;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İZOLASYON EKSTRÜZYON;0.9;10.2;0.448;0.0;0.0;0.0;0.206;145.6;AHMET YILMAZ;OPR-1001;2026;5;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;9;1797;14.38;1;203;1.62;1;1;1;1;10.2;0.4;130;;;7.59;100.0;86.11;6.53
WO-202605-18968;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;1.1;21.6;0.911;0.0;0.0;0.0;2.459;28.4;OSMAN YILDIZ;OPR-2002;2026;5;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;21;4194;62.91;1;206;3.09;1;1;1;1;21.6;0.9;50;;;43.85;61.22;93.51;25.1
WO-202605-18969;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;3.4;42.2;0.44;0.0;0.0;0.0;1.501;135.9;İSMAİL ÖZDEMİR;OPR-2001;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;49;12240;97.92;3;760;6.08;1;1;1;1;42.2;0.4;130;;;21.46;100.0;94.61;20.31
WO-202605-18970;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;0.0;7.3;1.176;0.0;2.958;0.0;0.336;22.4;AHMET YILMAZ;OPR-1001;2026;5;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;8;453;6.79;0;27;0.4;1;1;1;1;7.3;1.2;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);28.4;53.81;87.98;13.44
WO-202605-18971;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;0.9;36.4;1.057;0.0;0.0;0.0;25.129;23.3;AHMET YILMAZ;OPR-1001;2026;5;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;36;35095;526.42;1;1905;28.57;1;1;1;1;36.4;1.1;40;;;100.0;63.99;93.25;59.67
WO-202605-18972;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;1.9;20.7;0.758;0.0;0.0;0.0;0.583;85.5;MEHMET DEMİR;OPR-1002;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;20;2987;74.67;2;313;7.83;1;1;1;1;20.7;0.8;90;;;14.09;100.0;86.44;12.18
WO-202605-18973;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;1.0;9.9;0.724;0.0;1.04;0.0;0.386;64.6;SÜLEYMAN KOÇ;OPR-2005;2026;5;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;10;1497;37.43;1;153;3.83;1;1;1;1;9.9;0.7;80;;Anlık Arıza (Standart Extruder Hattı Beta - Orta Risk);16.39;76.86;84.32;10.62
WO-202605-18974;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;0.9;34.8;0.608;0.0;0.0;0.0;1.399;126.0;İSMAİL ÖZDEMİR;OPR-2001;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;35;10571;84.57;1;409;3.27;1;1;1;1;34.8;0.6;120;;;21.25;91.35;93.25;18.11
WO-202605-18975;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;2.0;19.4;0.93;0.0;0.0;0.0;0.737;73.8;SÜLEYMAN KOÇ;OPR-2005;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;22;3265;81.62;2;335;8.38;1;1;1;1;19.4;0.9;90;;;22.55;76.4;84.36;14.54
WO-202605-18976;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;0.0;13.3;0.577;0.0;0.0;0.0;0.185;128.8;İSMAİL ÖZDEMİR;OPR-2001;2026;5;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;15;1429;11.43;0;71;0.57;1;1;1;1;13.3;0.6;120;;;10.09;100.0;95.06;9.59
WO-202605-18977;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.1;14.7;0.384;0.0;0.0;0.465;0.527;86.9;OSMAN YILDIZ;OPR-2002;2026;5;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;14;2745;21.96;1;255;2.04;1;1;1;1;14.7;0.4;130;;;11.41;71.18;89.89;7.3
WO-202605-18978;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;0.0;10.0;0.959;0.0;0.0;0.0;0.271;84.9;HASAN AYDIN;OPR-2003;2026;5;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;10;1382;34.55;0;118;2.95;1;1;1;1;10.0;1.0;90;;;15.53;80.99;92.04;11.58
WO-202605-18979;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;3.9;45.6;1.118;0.0;0.0;0.0;1.477;39.8;AHMET YILMAZ;OPR-1001;2026;5;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;AL-1350;Alüminyum Alaşım;45;3532;52.98;4;388;5.82;1;1;1;1;45.6;1.1;50;;;28.36;71.46;89.29;18.1
WO-202605-18980;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;3.9;43.6;0.982;0.0;0.0;0.0;1.893;77.4;HASAN AYDIN;OPR-2003;2026;5;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;44;8794;219.85;4;806;20.15;1;1;1;1;43.6;1.0;80;;;38.21;100.0;92.46;35.33
WO-202605-18981;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;3.2;28.8;0.912;0.0;0.0;0.0;0.527;81.5;HASAN AYDIN;OPR-2003;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;26;2577;64.42;3;323;8.08;1;1;1;1;28.8;0.9;90;;;15.28;89.09;87.46;11.91
WO-202605-18982;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;4.4;53.9;0.811;0.0;0.0;0.0;2.442;27.8;MEHMET DEMİR;OPR-1002;2026;5;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;CU-ETP;Elektrolitik Bakır;51;4075;61.12;5;405;6.08;1;1;1;1;53.9;0.8;40;;;35.1;59.73;91.05;19.09
WO-202605-18983;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.9;33.1;0.529;0.0;0.0;0.0;0.76;123.5;MEHMET DEMİR;OPR-1002;2026;5;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;29;5635;45.08;1;365;2.92;1;1;1;1;33.1;0.5;130;;;17.85;100.0;90.76;16.2
WO-202605-18984;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;2.2;21.1;0.821;0.0;0.0;0.0;0.531;104.8;HASAN AYDIN;OPR-2003;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;23;3339;66.78;2;411;8.22;1;1;1;1;21.1;0.8;110;;;17.4;85.13;90.46;13.4
WO-202605-18985;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;08.05.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;2.1;47.8;1.04;0.0;0.0;0.0;1.602;73.6;HASAN AYDIN;OPR-2003;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;48;7080;177.0;2;420;10.5;1;1;1;1;47.8;1.0;80;;;38.59;89.09;90.69;31.18
WO-202605-18986;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;0.9;43.4;0.499;2.846;0.0;0.0;1.861;82.9;OSMAN YILDIZ;OPR-2002;2026;5;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;38;9254;74.03;1;496;3.97;1;1;1;1;43.4;0.5;120;Planlı Bakım (Cumartesi Gece Periyodu);;53.03;59.05;89.75;28.11
WO-202605-18987;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;1.7;21.8;0.896;3.833;0.0;0.0;0.975;74.5;MEHMET DEMİR;OPR-1002;2026;5;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;22;4359;108.98;2;441;11.03;1;1;1;1;21.8;0.9;80;Planlı Bakım (Cumartesi Gece Periyodu);;49.41;91.11;90.04;40.54
WO-202605-18988;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;2.1;27.1;0.859;2.786;0.0;0.0;1.065;67.6;ALİ KAYA;OPR-1005;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;29;4318;107.95;2;332;8.3;1;1;1;1;27.1;0.9;80;Planlı Bakım (Cumartesi Gece Periyodu);;39.4;78.56;91.3;28.26
WO-202605-18989;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;1.1;20.2;0.602;3.369;0.0;0.0;0.657;52.0;AHMET YILMAZ;OPR-1001;2026;5;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;21;2047;30.7;1;153;2.29;1;1;1;1;20.2;0.6;50;Planlı Bakım (Cumartesi Gece Periyodu);;27.41;100.0;89.12;24.42
WO-202605-18990;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;1.1;12.5;1.021;2.665;0.0;0.0;0.376;70.2;SÜLEYMAN KOÇ;OPR-2005;2026;5;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;11;1584;39.6;1;216;5.4;1;1;1;1;12.5;1.0;90;Planlı Bakım (Cumartesi Gece Periyodu);;29.12;81.44;85.17;20.2
WO-202605-18991;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;0.0;12.0;0.342;3.979;0.0;0.0;0.475;120.3;MEHMET DEMİR;OPR-1002;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;12;3428;27.42;0;232;1.86;1;1;1;1;12.0;0.3;120;Planlı Bakım (Cumartesi Gece Periyodu);;17.89;100.0;90.84;16.25
WO-202605-18992;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;3.2;45.7;1.226;2.609;0.0;0.338;0.713;100.4;HASAN AYDIN;OPR-2003;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;43;4295;85.9;3;305;6.1;1;1;1;1;45.7;1.2;110;Planlı Bakım (Cumartesi Gece Periyodu);;44.94;97.94;89.29;39.3
WO-202605-18993;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;1.1;24.3;1.925;3.204;2.195;0.274;1.47;15.4;İBRAHİM ÖZTÜRK;OPR-2004;2026;5;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;23;1362;129.39;1;78;7.41;1;1;1;1;24.3;1.9;30;Planlı Bakım (Cumartesi Gece Periyodu);Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);100.0;46.43;90.23;41.9
WO-202605-18994;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;2.2;46.1;0.789;2.894;0.0;0.0;5.084;41.7;MEHMET DEMİR;OPR-1002;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;42;12732;190.98;2;688;10.32;1;1;1;1;46.1;0.8;50;Planlı Bakım (Cumartesi Gece Periyodu);;100.0;76.13;87.84;66.88
WO-202605-18995;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;1.9;42.2;0.982;3.324;0.0;0.0;2.125;93.5;SÜLEYMAN KOÇ;OPR-2005;2026;5;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;40;11921;238.42;2;679;13.58;1;1;1;1;42.2;1.0;110;Planlı Bakım (Cumartesi Gece Periyodu);;68.71;93.87;89.36;57.63
WO-202605-18996;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.9;38.1;1.199;3.617;0.0;0.0;1.156;72.3;OSMAN YILDIZ;OPR-2002;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;34;5018;100.36;1;232;4.64;1;1;1;1;38.1;1.2;110;Planlı Bakım (Cumartesi Gece Periyodu);;56.55;69.06;97.14;37.94
WO-202605-18997;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;1.7;47.2;0.396;3.459;0.0;0.0;1.46;144.3;AHMET YILMAZ;OPR-1001;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;42;12637;101.1;2;783;6.26;1;1;1;1;47.2;0.4;130;Planlı Bakım (Cumartesi Gece Periyodu);;47.16;100.0;89.66;42.28
WO-202605-18998;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;1.1;13.6;1.047;2.707;0.0;0.0;0.265;81.4;MEHMET DEMİR;OPR-1002;2026;5;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;13;1293;32.33;1;107;2.68;1;1;1;1;13.6;1.0;90;Planlı Bakım (Cumartesi Gece Periyodu);;24.5;87.47;89.64;19.21
WO-202605-18999;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;4.1;46.2;0.451;2.809;0.0;0.0;0.982;83.3;OSMAN YILDIZ;OPR-2002;2026;5;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;50;4906;39.25;4;494;3.95;1;1;1;1;46.2;0.5;120;Planlı Bakım (Cumartesi Gece Periyodu);;29.63;69.76;93.04;19.23
WO-202605-19000;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;ÇELİK ZIRH SARMAL;3.2;27.5;1.839;2.655;2.065;0.0;1.231;19.3;HÜSEYİN ÇELİK;OPR-1004;2026;5;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;24;1426;135.47;3;194;18.43;1;1;1;1;27.5;1.8;30;Planlı Bakım (Cumartesi Gece Periyodu);Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);84.18;56.12;86.66;40.94
WO-202605-19001;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;2.1;39.7;0.977;2.919;1.374;0.0;3.687;33.6;ALİ KAYA;OPR-1005;2026;5;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;38;7428;111.42;2;572;8.58;1;1;1;1;39.7;1.0;45;Planlı Bakım (Cumartesi Gece Periyodu);Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);100.0;64.27;88.5;56.88
WO-202605-19002;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;0.0;12.6;0.728;3.576;0.0;0.0;0.287;90.6;MEHMET DEMİR;OPR-1002;2026;5;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;11;1560;39.0;0;90;2.25;1;1;1;1;12.6;0.7;90;Planlı Bakım (Cumartesi Gece Periyodu);;20.27;96.1;89.64;17.46
WO-202605-19003;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;1.0;26.2;0.85;3.45;0.0;0.0;0.773;118.5;AHMET YILMAZ;OPR-1001;2026;5;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;28;5497;109.94;1;303;6.06;1;1;1;1;26.2;0.9;110;Planlı Bakım (Cumartesi Gece Periyodu);;30.57;100.0;96.91;29.62
WO-202605-19004;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;09.05.2026;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;1.0;28.2;0.369;3.275;0.0;0.0;0.619;130.9;AHMET YILMAZ;OPR-1001;2026;5;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;33;4865;38.92;1;235;1.88;1;1;1;1;28.2;0.4;120;Planlı Bakım (Cumartesi Gece Periyodu);;17.75;100.0;97.11;17.24
WO-202605-19005;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.05.2026;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;4.2;49.0;0.765;2.683;1.563;0.0;5.595;31.5;ALİ KAYA;OPR-1005;2026;5;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;53;10572;158.58;4;828;12.42;1;1;1;1;49.0;0.8;40;Planlı Bakım (Pazartesi Sabah Periyodu);Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);100.0;67.47;89.63;60.47
WO-202605-19006;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.05.2026;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;1.0;35.5;0.592;2.775;0.0;0.0;1.724;102.9;MUSTAFA ŞAHİN;OPR-1003;2026;5;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;36;10645;85.16;1;455;3.64;1;1;1;1;35.5;0.6;120;Planlı Bakım (Pazartesi Sabah Periyodu);;42.0;91.91;92.54;35.72
WO-202605-19007;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;11.05.2026;PAZARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;3.4;59.4;0.45;2.345;0.0;0.0;2.002;139.1;MEHMET DEMİR;OPR-1002;2026;5;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;56;16713;133.7;4;1287;10.3;1;1;1;1;59.4;0.4;130;Planlı Bakım (Pazartesi Sabah Periyodu);;47.61;100.0;94.31;44.9
WO-202605-19008;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.05.2026;PAZARTESİ;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;3.2;43.1;0.809;2.943;0.0;0.0;3.303;71.4;OSMAN YILDIZ;OPR-2002;2026;5;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;47;14149;282.98;3;1101;22.02;1;1;1;1;43.1;0.8;110;Planlı Bakım (Pazartesi Sabah Periyodu);;81.95;63.07;87.75;45.35
WO-202605-19009;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;11.05.2026;PAZARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;1.8;15.8;1.718;2.393;0.0;0.0;1.156;15.2;İBRAHİM ÖZTÜRK;OPR-2004;2026;5;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;18;1058;100.51;2;142;13.49;1;1;1;1;15.8;1.7;30;Planlı Bakım (Pazartesi Sabah Periyodu);;51.72;47.01;83.45;20.29
